par_id,art_id,keyword,country,text,clean_text,label,orig_label
1052_syn1,@@20971725,homeless,ph,"There is infinitely more to be done , of course , starting with the elderly who are ailing , homeless , and otherwise no longer able to provide for themselves . It was as early as 1994 when President Fidel V. Ramos signed Proclamation No. 470 directing the executive branch to design a social welfare program that will promote the wellbeing of the elderly .","There is infinitely more to be done , of track , starting with the elderly who are ailing , dispossessed , and otherwise no longer able to provide for themselves . It was as early as 1994 when President Fidel V. Ramos signed Proclamation No. 470 directing the executive branch to design a social welfare program that will promote the wellbeing of the elderly .",1,4
2662_syn1,@@24309241,disabled,ke,""""""" We are encouraging all investors seeking to start projects in Lamu to consider women and the disabled because at the end of the day , we are seeking to have an all-inclusive society , """" said Mrs Obbo.""",""""""" We are encouraging all investor seeking to start fancy in Lamu to consider women and the invalid because at the end of the day , we are seeking to have an all-inclusive society , """" said Mrs Obbo.""",1,2
9725_dup2,@@25960892,in-need,ph,""""""" Everyone in Tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , """" said Ted in his """" TV Patrol """" report . """" They are still very much in need of continuous help and assistance . """"""",""""""" Everyone in Tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , """" said Ted in his """" TV Patrol """" report . """" They are still very much in need of continuous help and assistance . """"""",1,4
10391_dup1,@@8303026,refugee,ng,Their men were rounded up into Second World War-like Nazi concentration camps and starved and tortured to death and their dignity and self-respect was taken from them . They were turned into an internally-displaced people and their land was transformed into a sea of desperate and suffering refugees .,Their men were rounded up into Second World War-like Nazi concentration camps and starved and tortured to death and their dignity and self-respect was taken from them . They were turned into an internally-displaced people and their land was transformed into a sea of desperate and suffering refugees .,1,3
2344_dup2,@@23526312,in-need,sg,"""Dr. C K Lee , Chief Executive and Medical Director of Hong Kong Red Cross Blood Transfusion Service , said , """" We are very glad that Asiaray not only supports but also participates in the ' Give Blood Alliance ' . We look forward to its creative and integrated publicity campaign helping to effectively encourage all walks of life , especially young people , to give blood regularly to benefit those in need . """"""","""Dr. C K Lee , Chief Executive and Medical Director of Hong Kong Red Cross Blood Transfusion Service , said , """" We are very glad that Asiaray not only supports but also participates in the ' Give Blood Alliance ' . We look forward to its creative and integrated publicity campaign helping to effectively encourage all walks of life , especially young people , to give blood regularly to benefit those in need . """"""",1,4
10027_dup2,@@4648718,vulnerable,jm,"Here in Jamaica , it is an unfortunate fact that the police still have a challenging relationship with the communities that we seek to serve . Every day , the men and women of the JCF fearlessly confront the task of protecting the innocent and vulnerable from those who have scant regard for the value of human life .","Here in Jamaica , it is an unfortunate fact that the police still have a challenging relationship with the communities that we seek to serve . Every day , the men and women of the JCF fearlessly confront the task of protecting the innocent and vulnerable from those who have scant regard for the value of human life .",1,2
8522_dup2,@@23337429,women,jm,""""""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",""""""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",1,3
2658_dup2,@@25796035,poor-families,lk,"By this exercise , the Prime Minister would benefit the poor families immensely and catch their imagination , which is important to give them hope that the government understands their plight and which would improve their morale .","By this exercise , the Prime Minister would benefit the poor families immensely and catch their imagination , which is important to give them hope that the government understands their plight and which would improve their morale .",1,3
4382_syn1,@@8355531,hopeless,pk,"Hope and try to understand the blackness , hopelessness , the cloudy lethargy and sadness drizzled with loneliness that they are going through .","Hope and try to understand the blackness , hopelessness , the cloudy lethargy and sadness mizzle with loneliness that they are going through .",1,4
6313_gemini2,@@9599048,in-need,lk,"As a person , Ransilu Jayathilake is a kind-hearted individual with the willingness to help anyone in need of his assistance . With the world championships ahead , he still has quite a long way to go at the international stage . His ability to believe and never give up differentiates him from many other world class athletes . Jayathilake himself resembles Sri Lankan power-lifting as a whole . Currently , he only needs encouragement and support from his fellow countrymen as he prepares to take on the world .","Ransilu Jayathilake is, at his core, a kind-hearted soul, always eager to assist anyone who requires his help. With the world championships on the horizon, he still faces a considerable journey on the international stage. His steadfast belief and refusal to yield distinguish him from many other world-class athletes. Jayathilake himself truly symbolizes Sri Lankan power-lifting. Currently, he merely seeks the encouragement and backing of his fellow countrymen as he prepares to conquer the world.",1,4
